10
28,55,331.23710440104276
73,75,611.9619124631747
61,61,523.2141513770177
5,69,194.82709039267795
42,41,397.75020473514695
19,79,293.54118822135314
20,33,257.4335204999039
56,1,441.3314565774486
18,5,212.27302556519555
32,13,302.0001459090418
5
5,98,232.15129828401973
47,98,481.60735888474466
57,23,467.2741367044238
91,83,729.7628961359712
61,90,566.8742643774048
9
39,85,424.08861011713066
37,1,331.48656716890304
4,88,211.61272973530288
6,46,169.77450809671845
61,45,502.64932008471584
76,58,618.6248462273072
16,88,277.5599163607143
74,0,545.9886453404728
54,4,425.947204656259
8
7,36,176.85674097161447
94,64,725.4096485598243
80,90,668.9456567433397
28,39,306.55592425200905
99,18,711.2087810736265
89,16,647.8579026248523
2,29,134.97411427532927
51,77,489.4379600863552
10
98,72,758.4366596342046
29,29,306.29087146504423
70,64,579.1001488528382
49,21,415.6616526419225
66,74,575.2753688025063
57,91,529.6216888204953
66,71,578.3452018265862
77,95,654.9211873092743
1,96,204.46306451260546
77,53,611.2996447001941
10
67,0,492.1062833441446
98,70,759.9964872855187
93,81,737.6351306116253
10,7,165.5193898230789
96,37,721.381109437901
88,47,665.2437297306603
4,92,214.57945678194014
19,82,294.0503985006445
73,54,590.2402552898021
89,53,686.2980959892712
7
4,1,120.79354849898706
18,10,222.93715549260386
83,45,643.7944636382813
23,47,293.3584504909253
91,20,661.2485369324091
3,28,152.83366981143897
97,86,772.8929542483618
2
27,85,341.4971540175288
69,26,538.7552059563235
7
71,64,591.1145458170042
8,15,159.59800007369537
27,10,268.07198330164573
7,53,199.41066722010447
49,30,431.7754299226113
48,38,420.4176110723434
23,28,268.45189343668
9
20,92,311.77113678454697
19,36,249.26630408673225
45,2,366.05651827580584
97,50,729.939414957861
92,51,705.9742452741555
82,97,686.6463111492884
30,67,339.98542268895164
71,97,626.8452320365236
46,94,476.5390020623791
4
95,69,735.8369822869215
60,8,465.5633408981785
52,27,450.32407166254654
86,16,628.9986659123981
8
75,72,623.6650841991802
73,74,613.9082679712999
21,39,265.7198273912434
37,97,427.7865839160502
74,26,567.5306330824877
46,95,472.2852511409942
50,36,440.86449875502177
72,85,615.6607747362743
7
80,59,638.8676626597918
82,33,629.033744913446
94,25,689.7133553192089
53,37,459.2512798078093
29,8,286.6958068573981
10,99,252.25663797390746
40,25,363.13448158533697
9
74,6,552.0937798145305
77,31,597.9522397303931
33,9,306.75832839743737
47,34,426.5711290885579
2,62,168.5899386326073
73,97,634.3075184760598
56,89,517.5459077393594
53,25,443.8709354797013
29,99,375.60248728701424
9
46,93,475.58450385997935
58,68,520.8403245430477
18,74,290.45276100509307
73,6,547.789541205208
97,7,682.1713139912092
65,7,491.4499768981361
51,38,436.3440369371501
54,6,433.14494944603604
97,89,763.9574503420446
6
81,12,603.2859862251859
13,22,188.92437254166782
90,47,688.0563165819389
93,20,671.4636822265552
32,29,315.86819217613703
55,4,426.1026556217829
3
7,68,218.14847428174812
11,55,233.05212306585025
80,100,679.9493707373015
9
58,44,481.726863009641
49,97,492.62417380772854
6,47,174.265615203847
26,93,353.5308757384703
92,30,692.0282057662617
67,12,514.7569854750961
93,28,691.2195515106617
23,76,324.8863182157047
92,2,650.3362104006518
3
84,84,687.373557083726
9,87,238.54798191419286
35,68,383.619484744257
10
71,80,605.2622623152573
72,9,534.8021803418956
97,69,748.3134427272504
12,9,183.46030701259838
75,21,572.4217475161821
30,70,347.7908345293747
82,90,676.3489402368917
90,2,641.7172408981107
29,72,341.3425687014732
15,94,289.1782850253944
3
84,69,681.5209788821477
63,33,522.0412225364132
35,61,365.65311716882525
10
28,22,279.99749529870684
80,64,639.4669673740597
58,80,525.3748145684096
75,18,567.4942485681788
2,13,113.24333969012386
38,37,366.1772341474601
41,60,407.69417659815883
51,71,470.8374245466845
4,9,130.52209686084683
23,43,280.41760839414144
3
25,56,310.02447945156223
63,64,544.0989777238378
93,12,674.8000173554142
4
13,74,244.37103299460978
82,0,589.4337148018471
31,6,294.69274906838393
52,75,488.12079078199355
4
86,67,680.8433510913794
11,35,202.84161894546617
25,22,274.67799578658986
90,95,728.7711223995314
8
43,28,380.209468441396
94,36,698.7472129675313
68,66,577.8324118189183
94,86,753.1002709820882
91,66,710.6392091869906
97,16,692.5991276516581
68,57,562.2685010251639
60,73,529.894455137666
2
45,96,465.3692368734241
56,45,480.82012504805056
5
25,54,307.09330511973343
66,85,584.9125616547896
67,84,586.2779515813469
53,89,510.141746961535
72,41,573.3765705270996
9
18,2,209.22799860311835
59,43,490.70642848799866
53,67,492.83521134370153
35,70,378.9771920695043
55,57,485.57051254542154
93,80,741.3035472900375
22,89,315.0929001105976
97,29,704.9236334859662
84,5,610.7709831645475
7
45,19,390.6035715867332
57,33,463.33165724270805
39,60,390.92825069983735
54,85,502.57547903049675
14,48,230.5393821322525
66,60,556.7247207073854
8,42,186.62626882439727
3
76,17,578.3497061131512
1,26,140.6304643360806
44,20,384.0731101406627
7
67,15,525.5695118952082
87,26,644.3859667983804
59,11,461.56392053954096
77,70,636.3586610525548
85,58,669.588544689249
43,64,429.5833393634005
93,83,737.9119301170209
3
42,5,354.7927786516914
75,71,625.0984409404031
87,3,627.7511441079994
7
16,6,203.87824847841728
14,38,223.6890735856345
34,26,336.36952242756485
66,68,566.4246752947005
96,99,772.6319466522253
60,64,523.9539281809202
92,32,678.8209984999961
7
83,51,647.5535287553435
30,77,349.6824690902083
59,50,499.5684793879864
85,77,676.2103936217819
68,19,523.3095040089563
79,61,630.3241321121311
18,16,221.70055981858394
6
0,35,145.5651598643857
10,54,216.5706888561013
99,75,773.3763604997918
73,82,621.5972997388561
49,3,397.07088585482154
68,85,589.1523057263589
7
87,14,633.2512658746766
42,97,452.25854641268154
41,75,417.9996181480489
43,79,450.02875722056797
32,50,341.11812257682925
82,71,659.4094628667841
6,40,175.97876618272363
5
76,10,576.3595473714677
39,52,389.038788451973
30,53,332.3041822811487
33,86,384.90699014382966
34,13,307.43357016626265
6
46,57,430.6277954860513
68,7,514.2859657265063
84,5,606.0104762688158
63,58,543.26098736589
37,71,396.64784766431274
41,57,404.61062249895474
2
51,81,492.59054043797664
76,58,609.3702936348415
8
54,35,455.91419425895606
4,97,231.41963263703911
23,37,274.574829344734
21,12,244.1981697315607
63,78,557.9058708450858
63,80,566.9787016222697
65,46,543.3528059811379
71,82,615.1928089396478
8
51,24,435.8359793138648
82,62,658.0411126249497
9,37,195.16798915080415
6,51,190.17067850072362
48,16,402.0618923340754
0,71,177.2005414219856
99,12,705.6527669463895
90,41,687.330897058923
4
13,41,223.43867712831198
46,60,435.3660873705978
67,78,579.1181487706258
19,96,314.6143515747249
7
67,8,512.862337819365
39,41,380.84296050875105
44,88,452.41734086476106
60,60,523.0381448867333
0,26,127.84038440615622
40,56,394.6905741057787
58,88,531.6830988602052
3
8,79,228.7166067130051
90,43,688.2409361962923
87,18,644.3937724173796
10
31,0,279.54324959808633
47,68,454.12915404899553
28,87,362.3244508462457
93,17,680.3196903470651
2,5,118.4281275768692
93,84,733.7692360989876
40,75,424.72773603613905
67,19,523.1446597911271
68,80,594.7267977923925
37,15,330.8531080714344
9
41,57,412.44945556896664
22,55,287.14765551640215
67,39,544.0732446787764
99,62,750.4134260620245
7,12,148.25881279975
84,71,671.0916699600903
13,84,263.98586282951476
28,46,316.8421736263316
82,8,604.0789159966384
7
39,14,345.78217158427356
7,81,226.92291633904858
0,65,161.94258976722273
93,14,670.1442442168628
46,3,372.57787003420515
10,45,209.2269286312779
64,55,529.603120430459
2
92,56,709.7795059968284
87,18,630.9203669881584
10
21,31,264.2819520111163
32,79,371.42179610066114
14,67,250.3740678763445
29,9,278.98050667358075
93,75,738.5571624274514
96,3,671.7800731153997
28,88,353.5775958937999
36,13,332.2612729253506
99,90,779.93861501284
5,27,156.46414762214027
8
12,25,194.6217130537467
76,80,628.6987646630799
1,76,181.749401863369
37,25,352.3791617238468
5,72,205.85774843567094
93,64,719.8532226717784
98,52,749.6466857277974
11,47,211.89694318060162
9
2,27,138.0225436609275
10,66,225.94749378922552
89,0,634.5527894347435
48,93,489.12891059326904
38,7,341.77448020106647
53,48,467.6975203630966
8,44,193.70606517076195
87,57,671.9718926075063
75,75,623.9503331995318
3
80,59,638.0643746341485
24,42,284.2061459989917
86,100,712.7652658105
9
73,43,577.2383624657579
70,62,577.9532370505835
97,73,761.9862423555489
4,7,133.7340529381795
34,71,376.53535122193387
4,68,189.08246934661202
89,61,691.7719147163227
5,45,178.72177045641754
92,88,738.9579923015649
6
88,52,675.4353916863586
40,18,360.8507887286605
83,47,647.0696173773756
3,100,214.33114445689966
45,56,427.69835478571923
62,92,573.4204645290761
3
27,92,346.6786992653052
8,82,228.66185873480958
75,45,593.775464403747
3
68,41,555.8618439069353
86,6,628.4370125854924
83,28,620.6964985690347
8
33,99,402.1552896792874
96,86,765.1570189581566
80,29,603.6403789241716
0,99,203.98918567838206
83,69,653.7138127592352
40,95,438.6971353381584
75,63,605.6272067523488
43,27,381.1843966609977
4
80,80,661.2642066074671
93,92,749.804591209366
13,89,261.5161260844699
69,53,571.6450791906092
9
4,59,171.4550121591991
12,45,203.9493948248562
7,60,205.64647082484512
54,64,491.7473845684967
78,80,660.5165272188362
27,59,315.84946387027736
20,6,225.54696671420135
75,26,584.1499671394396
68,58,560.5127780786377
7
26,10,254.6830653880477
99,57,749.7343628409113
42,65,413.5249095776329
80,78,651.1632469852802
58,37,483.43361781671837
69,75,595.7626130549644
76,88,648.3709793374625
9
16,74,274.7030102555985
88,69,686.3558659329956
34,29,330.05607495968405
39,100,432.87471522808335
40,59,397.1174841490946
20,58,278.42042958414294
8,89,236.41573386097184
47,33,412.6799453003201
5,56,185.7203122759089
3
83,8,606.3015586268333
18,36,247.90516873226784
44,85,443.7211830554747
4
33,57,356.32195920014715
90,71,704.0631086467772
43,54,409.02339501067405
48,27,407.7252854606603
9
73,44,584.6279402455395
3,26,147.5405047123346
15,81,269.854502510103
44,99,460.13272829201327
86,0,619.3329422107439
77,99,659.9514148639752
76,1,556.8324940697004
33,28,330.7764311257297
48,3,391.39082395251796
6
62,82,558.5066050621156
74,82,630.1883989979673
85,10,619.8859981368992
35,7,315.13811840756034
25,37,281.3917994417241
53,81,496.7358543947999
9
62,95,570.5394446239993
77,12,573.2452504104543
0,93,199.92355097417342
42,29,382.6742016665922
65,26,518.2874758735845
16,53,255.23242603108142
29,64,329.3511435324425
4,71,195.79598129136045
60,63,537.899423730529
4
5,66,195.62277946828772
96,0,674.9265555645129
8,35,184.85409955855164
11,80,247.20574294294482
7
3,13,136.2011669170204
14,29,208.80112576280925
40,79,419.54321741569436
93,59,717.6486737346389
27,52,317.5687355096806
9,22,166.1734728319903
80,30,601.5761063150786
9
67,7,504.71921966194213
36,42,358.9528205964508
53,26,443.8406546443251
95,46,719.7775371283079
74,69,618.7095257308167
17,19,226.06347424191614
8,94,232.83501014468783
23,26,266.20022951528205
5,10,134.8850151395867
8
65,9,503.88476790510106
4,56,181.24910988433402
89,5,633.1881993476778
10,10,170.0120111861233
57,92,542.5989414941852
32,46,341.16734390747774
70,6,522.4332275560514
95,77,748.1189892711039
9
12,99,275.5775241515398
7,94,235.33024338097914
53,95,514.6964451221858
65,71,566.9878383427343
64,22,515.6256397528755
55,99,531.972826324258
79,55,632.1153929265884
75,22,567.4341521508942
26,49,309.0965360991209
5
0,95,192.93625068814472
25,52,304.36315067507127
1,69,174.42339799691538
76,80,634.5502524487245
42,97,452.64903951186596
6
50,47,447.68172144472277
76,38,590.2252418054843
75,80,636.1265258958822
79,18,593.5768133035426
84,22,617.352303591678
60,3,465.7302567168265
10
82,48,641.6045760216103
19,19,231.32060069876928
100,95,797.3759910887894
61,30,493.0173792701752
55,0,425.26250594015863
55,84,513.4103825365506
51,8,413.15766696163837
53,50,467.70517807678016
11,52,216.7096744518149
88,16,635.132959485684
7
10,21,180.757156927432
1,37,150.23545981722054
13,2,181.54999818941155
31,46,325.5061044145927
28,45,309.8539118986394
20,14,227.90068782244876
33,70,369.9178278343026
9
66,20,515.513245532848
85,81,684.2225077183149
41,61,404.85459814535125
27,68,326.47319731250525
92,33,687.9349803705501
36,86,413.73220768162173
4,15,137.55202041190037
99,54,748.9499862879768
56,90,524.623139201079
3
22,84,315.1767502994476
71,50,583.1505085541738
53,10,419.17972409745005
4
36,7,325.2161132616405
83,58,649.9004255581557
74,78,625.1668274298809
57,28,474.11495020498484
9
81,17,609.6003368980112
7,31,175.14406578466142
98,17,708.3416415885584
86,40,658.1853189400024
87,31,646.7268019079833
31,93,385.3880128856586
16,25,222.28398200107267
21,87,309.40662137376046
7,23,159.59870621268354
8
4,64,185.12537138850635
51,49,451.6785941046044
10,98,256.83029713541936
56,75,514.9355789750362
0,12,115.889182944574
71,56,578.5545378434509
56,97,539.2003436335132
67,54,546.48655961026
10
44,55,412.628471686838
85,82,687.9303963266933
73,70,606.9612297906524
98,59,742.5955616285484
48,59,455.2383789172035
87,49,669.5281132154329
12,25,196.82966701777255
42,20,368.9453454329715
68,9,523.7705909558587
1,51,160.4046836239088
2
24,51,306.2627323527963
78,70,641.4643861932071
7
97,28,714.7946808013462
85,56,663.6044774199689
32,60,350.19098569419134
4,23,142.91783751595153
58,47,491.7222056319873
82,47,648.5337260432533
88,99,731.260337521162
9
